标题,URL,来源,关键词,首次收录日期,热度
奉劝所有求职者：面试这几类话千万别乱说,https://www.xiaohongshu.com/explore/6a5f4e25000000001003ebf7,小红书,面试什么话不能说,2026-08-01,6
面试被问“你的缺点”，这2个回答千万别说,https://www.xiaohongshu.com/explore/6a475bca0000000008031e67,小红书,面试什么话不能说,2026-08-01,21
面试自我介绍，别上来就背简历,https://www.xiaohongshu.com/explore/6a2e33d50000000017009a67?xsec_token=ABFjndjNLWnvMveQGsF6tzdI_OnkJvDHQm-_U4YHL8lIs=&xsec_source=pc_search,小红书,面试自我介绍模板,2026-08-01,62
救命🆘 这是我见过的蕞好的自我介绍,https://www.xiaohongshu.com/explore/687f7bf70000000022032190?xsec_token=ABIKPSBESt5glUTp8yq1sQsauAX-sXTEAEgYyhsz2aptY=&xsec_source=pc_search,小红书,面试自我介绍模板,2026-08-01,505
面试官让你做自我介绍，不是想听你念简历。,https://www.xiaohongshu.com/explore/6a6b16210000000033034c23?xsec_token=ABd2kIn4bXJvoibTlK7X9tR-mvVki5O0pPNPRHHEUr7lU=&xsec_source=pc_search,小红书,面试自我介绍模板,2026-08-01,29
用这4页PPT征服面试官‼️,https://www.xiaohongshu.com/explore/69cb1e8d000000001a0306f0?xsec_token=ABbgTHHddrmRNIelr_tl_Yffw7CDyHKEhhHxO8aJ394-k=&xsec_source=pc_search,小红书,面试自我介绍模板,2026-08-01,37
项目经理面试第一问：自我介绍,https://www.xiaohongshu.com/explore/69df7f480000000023023af3?xsec_token=ABf3JjLoQKrGXJfqWJrx7e0-iP_eRnRTWRB6fUGqFEEx4=&xsec_source=pc_search,小红书,面试自我介绍模板,2026-08-01,86
字节hr喜欢的面试反问,https://www.xiaohongshu.com/explore/69ff258900000000380214c2?xsec_token=AByYjk_7zBFXAxEVpF9TnVUb5d4VclNU08YpmzDV0Yf2U=&xsec_source=pc_search,小红书,大厂面试反问,2026-08-01,41
4个反问❗️让面试官下定决心录用你✅,https://www.xiaohongshu.com/explore/6a5ecdae0000000001002b37?xsec_token=ABoihdyoCA0DQjoIvzznrui0gBsSHgHvp0DQKZ7fa7eGg=&xsec_source=pc_search,小红书,大厂面试反问,2026-08-01,929
大厂面试官不告诉你的3个隐藏加分项,https://www.xiaohongshu.com/explore/6a694e58000000000101e1cc?xsec_token=ABuGDWg6Bh3Nvv0-hy3i4VArIH7_cy1DETbnXbWZ_PsxA=&xsec_source=pc_search,小红书,大厂面试反问,2026-08-01,3
coop涨薪negotiation成功,https://www.xiaohongshu.com/explore/6a3ad691000000000702fca0?xsec_token=ABSsTzCBpJHXUCRfgYwFFeubQgX3t4IK7DBjKOacy7x-4=&xsec_source=pc_search,小红书,实习谈薪,2026-08-01,26
面试问salary expectation，别急着报低价！,https://www.xiaohongshu.com/explore/6a6a564d0000000008009c00?xsec_token=ABIq_kVIXRt3mKfSphuOZr2hIPRVJ58X-R5jbtNF5wimo=&xsec_source=pc_search,小红书,实习谈薪,2026-08-01,3
职场一些很重要但没人教的事-谈薪篇2️⃣,https://www.xiaohongshu.com/explore/6a313cb6000000001700ab65?xsec_token=ABNNkVNDCTEry-zv0grTlsSO6QcQf-gfvlnvGo0A4K-58=&xsec_source=pc_search,小红书,实习谈薪,2026-08-01,45
真的建议大家实习也要谈薪资,https://www.xiaohongshu.com/explore/69ed26e5000000003501c976?xsec_token=ABsqR2zlnoGqMVA2Q2O0O5cqe9YyNj3xboGLcOOOBpLeY=&xsec_source=pc_search,小红书,实习谈薪,2026-08-01,25
聊一些实习薪资怎么谈的问题,https://www.xiaohongshu.com/explore/6a0a9e13000000000803e43d?xsec_token=ABado9IcuEJYcXyQKJlb7NYzovFzgGUW7eT_El2wm2b2o=&xsec_source=pc_search,小红书,实习谈薪,2026-08-01,33
第一次谈薪时，别急着报数，先过这三个顺序,https://www.xiaohongshu.com/explore/69e20e12000000001a03596e?xsec_token=ABl8J5BOXTqEffNiE-vyOPW1suRvxX7F2QpDRHvCdIIpU=&xsec_source=pc_search,小红书,实习谈薪,2026-08-01,55
我真的很会谈薪💰一篇讲清楚所有底层逻辑,https://www.xiaohongshu.com/explore/6a62dd4c00000000010316ac?xsec_token=ABCnKDenMZ-JVvUHSylnjC4JDyVGgIe650g2Ama3yG7O4=&xsec_source=pc_search,小红书,实习谈薪,2026-08-01,66
我整理了一份国内大厂AI领域实习生薪资表,https://www.xiaohongshu.com/explore/6a0548200000000035038a92?xsec_token=ABX98OOVjvrVL3rZGpK4x_qKLonTWM_YvTw7mrMp7WVrc=&xsec_source=pc_search,小红书,实习谈薪,2026-08-01,69
应届生怎么跟HR谈薪水？越谈越高的那种,https://zhuanlan.zhihu.com/p/88130986,网页(知乎),实习谈薪,2026-08-01,-
实习岗位谈薪，必须要知道的三要素,https://zhuanlan.zhihu.com/p/58815642,网页(知乎),实习谈薪,2026-08-01,-
最近风很大的一本书｜如何提升职场沟通能力,https://www.xiaohongshu.com/explore/6a6eadd2000000003400ed3b?xsec_token=ABer2XX1ssLtD1HVpVbCIfJMjBGfanq-6oZplYCbDnttg=&xsec_source=pc_search,小红书,职场表达,2026-08-02,1
8月自律开窍：拉开职场差距的是表达力🔥,https://www.xiaohongshu.com/explore/6a6e1acf0000000033013329?xsec_token=ABer2XX1ssLtD1HVpVbCIfJOEI9CXt1Cdk1UhF3Hl6gwA=&xsec_source=pc_search,小红书,职场表达,2026-08-02,-
饭局上的稳场表达,https://www.xiaohongshu.com/explore/6a6e0b4900000000280075a3?xsec_token=ABer2XX1ssLtD1HVpVbCIfJE4io2XNHlkn4TNVtQ3bx4g=&xsec_source=pc_search,小红书,职场表达,2026-08-02,7
6个万能表达公式，告别逻辑混乱！,https://www.xiaohongshu.com/explore/6a6df755000000003301a2a7?xsec_token=ABk31yDVGRaeJy7muaLFSpuOxQVTvQd4E08L-XVtaDKJc=&xsec_source=pc_search,小红书,职场表达,2026-08-02,7
100天提升表达力：每日一练，嘴巴变灵活,https://www.xiaohongshu.com/explore/6a6dd6bb000000000503077c?xsec_token=ABk31yDVGRaeJy7muaLFSpuPIVyjju8FpSuYCXf5kxsCw=&xsec_source=pc_search,小红书,职场表达,2026-08-02,46
国际职场｜一定要大量表达自己✨,https://www.xiaohongshu.com/explore/6a6dab49000000002c006160?xsec_token=ABk31yDVGRaeJy7muaLFSpuLjtQetqHw4hF1xc4Aol6Jw=&xsec_source=pc_search,小红书,职场表达,2026-08-02,11
发现身边表达能力好的人，都会“演”,https://www.xiaohongshu.com/explore/6a6d69a300000000260358b3?xsec_token=ABk31yDVGRaeJy7muaLFSpuL8OyhYZSD08RRO4ycgYL6E=&xsec_source=pc_search,小红书,职场表达,2026-08-02,-
如何在职场中学会接话01,https://www.xiaohongshu.com/explore/6a6d40c40000000033033e6f?xsec_token=ABk31yDVGRaeJy7muaLFSpuJx2GMcSta4pY5LIXzH6VJo=&xsec_source=pc_search,小红书,职场表达,2026-08-02,-
职场女生最大的遗憾：工作都干好了，却输在,https://www.xiaohongshu.com/explore/6a6cd17c0000000028033802?xsec_token=ABp8CWnbmqsjLbLoJdRzqNNMCzjMnUvXbZsQhInr3lRSM=&xsec_source=pc_search,小红书,职场表达,2026-08-02,-
当你发现你的逻辑很混乱，练起来！,https://www.xiaohongshu.com/explore/6a6ccbb500000000280099a9?xsec_token=ABp8CWnbmqsjLbLoJdRzqNNPapAHFkRlYWd2A9P8TuY5Y=&xsec_source=pc_search,小红书,职场表达,2026-08-02,-
🇬🇧|跳槽(12)面试Q&A，感谢信，跟进攻略,https://www.xiaohongshu.com/explore/6a6caa84000000000c003001?xsec_token=ABp8CWnbmqsjLbLoJdRzqNNO-OBAlpUP496fKQwKm-KFQ=&xsec_source=pc_search,小红书,面试技巧,2026-08-02,54
#面试回答干巴没亮点？这个万能公式直接用,https://www.xiaohongshu.com/explore/6a6dd566000000003400c1f9?xsec_token=ABk31yDVGRaeJy7muaLFSpuDyDSBaVZI0nM2_58ruDKRg=&xsec_source=pc_search,小红书,面试技巧,2026-08-02,-
直播运营面试问到GMV下滑，别急着回答,https://www.xiaohongshu.com/explore/6a6dcbd90000000028000e1e?xsec_token=ABk31yDVGRaeJy7muaLFSpuK9-1cWYNKOwhnofiLSOqH8=&xsec_source=pc_search,小红书,面试技巧,2026-08-02,-
面试结尾，如何正确提问增加获得offer的概率,https://www.xiaohongshu.com/explore/6a6dbead000000002203088a?xsec_token=ABk31yDVGRaeJy7muaLFSpuFQTFtlnEHtIDC--Z5dZUrE=&xsec_source=pc_search,小红书,面试技巧,2026-08-02,73
结构化面试草稿纸上写什么？示范作答🎉,https://www.xiaohongshu.com/explore/6a6daecc0000000008013ad7?xsec_token=ABk31yDVGRaeJy7muaLFSpuK6SdGEQHjM4_S-eL-FaoUU=&xsec_source=pc_search,小红书,面试技巧,2026-08-02,161
难怪我每次面试都会成功！,https://www.xiaohongshu.com/explore/69c93ab2000000002200d599?xsec_token=ABxO_1d-Qm_wul-vQNjaop6kJ0XgKSC9FKrhHhK7YTRj0=&xsec_source=pc_search,小红书,面试技巧,2026-08-02,2827
面试被追问，如何高质量回答,https://www.xiaohongshu.com/explore/6a6b5e7e0000000025008154?xsec_token=ABd2kIn4bXJvoibTlK7X9tR-dOL8o1JGYv0LxKL6atmuI=&xsec_source=pc_search,小红书,面试技巧,2026-08-02,-
3 个面试反问，让面试官下定决心录用你❗️❗️,https://www.xiaohongshu.com/explore/6a6b3d45000000002701f6ec?xsec_token=ABd2kIn4bXJvoibTlK7X9tR3kPzY6QG0JMJYo2Ve5oqxM=&xsec_source=pc_search,小红书,面试技巧,2026-08-02,-
线上面试里最崩溃的，不是难题，是卡壳,https://www.xiaohongshu.com/explore/6a6ab05900000000100279b2?xsec_token=ABIq_kVIXRt3mKfSphuOZr2hXgp6qG03VHERMh3tkLLR0=&xsec_source=pc_search,小红书,面试技巧,2026-08-02,-
面试：声音=高分,https://www.xiaohongshu.com/explore/6a69beb400000000050395a2?xsec_token=ABuGDWg6Bh3Nvv0-hy3i4VAlEAnId8BLMuZHeXTzWfMUU=&xsec_source=pc_search,小红书,面试技巧,2026-08-02,2575
HR十年：面试时这句话一出口，基本没戏,https://www.xiaohongshu.com/explore/6a6eb4f40000000006007c2c?xsec_token=ABer2XX1ssLtD1HVpVbCIfJPjtPCpUqYnMlZb2srjX6BA=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-02,3
其实，会计面试最先淘汰的就是说这句话的,https://www.xiaohongshu.com/explore/6a6e8c79000000003302eff3?xsec_token=ABer2XX1ssLtD1HVpVbCIfJKsMCpIy3v5kO635rgp-ZTk=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-02,-
保研面试，老师说这一句话让他记住了我,https://www.xiaohongshu.com/explore/6a6defcf000000002202ddb6?xsec_token=ABk31yDVGRaeJy7muaLFSpuCippSCMYLuflMqLvOJDx18=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-02,-
面试时不该说的话千万别说！,https://www.xiaohongshu.com/explore/6a6decef0000000032030420?xsec_token=ABk31yDVGRaeJy7muaLFSpuADglAGR2zrkVh2f60Wip10=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-02,-
面试通过率超高的自我介绍，赶紧抄作业！,https://www.xiaohongshu.com/explore/6a6cba4f000000003301f478?xsec_token=ABp8CWnbmqsjLbLoJdRzqNNCcWsh9Otx6pSZdZYNmWHN0=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-02,-
你面试总说假话？HR其实听3句就识破了,https://www.xiaohongshu.com/explore/6a6c964f0000000026034392?xsec_token=ABp8CWnbmqsjLbLoJdRzqNNHeh2kbNeVhQmxfEU8_W4UE=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-02,-
面试别再只说“我负责过”，这样讲才听得懂,https://www.xiaohongshu.com/explore/6a6c94c3000000002202f616?xsec_token=ABp8CWnbmqsjLbLoJdRzqNNOv3zvC-3SMRARPa149P-8Y=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-02,-
面试就是和陌生人说些知心话,https://www.xiaohongshu.com/explore/6a6c56aa0000000022032a9b?xsec_token=ABp8CWnbmqsjLbLoJdRzqNNO_amiuTGaGWTluxGgbkMDE=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-02,-
面试被问“期望薪资”，这样说HR高看一眼,https://www.xiaohongshu.com/explore/6a6bffc0000000002403fbdf?xsec_token=ABd2kIn4bXJvoibTlK7X9tR4lu-bxIuf8wv1cKoi6_hfQ=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-02,-
应对面试官连环追问的 STAR 扩充答题思路,https://www.xiaohongshu.com/explore/6a61b9350000000001032a97?xsec_token=ABh3PsbV5gl1LGa_98UL0VcW-g6WHZ08aKhWct2Gpz9ZQ=&xsec_source=pc_search,小红书,面试什么话该说,2026-08-02,-
面试时，不要太老实,https://www.xiaohongshu.com/explore/6a689492000000000f014ca0?xsec_token=AB2kNPWqwBu-JK_IMtCdAEpAuq0xpFcLCnNOFs1INCfR0=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-02,-
外企|北美求职 面试不要说的三句话,https://www.xiaohongshu.com/explore/6a6467c5000000000401c8d0?xsec_token=ABn6zvaRU6phZt8GK1sWQvXQ3DhCkRMJoqZPAISSNxTnU=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-02,331
面试中一定不能说的3句话,https://www.xiaohongshu.com/explore/6a648c010000000009037c21?xsec_token=ABn6zvaRU6phZt8GK1sWQvXROUdrXGw2wLR5fUhZtE0PE=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-02,-
求职面试绝对不能说的几句话！！,https://www.xiaohongshu.com/explore/6a62a37c0000000001000abf?xsec_token=ABCnKDenMZ-JVvUHSylnjC4EikVAWSndkO_oI3bxmMRDo=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-02,-
面试千万不要说我可以学！,https://www.xiaohongshu.com/explore/6a5dd527000000000402845c?xsec_token=ABaAOT7Im7LPZ4FgQjlH1Qlm_Zs4BcjsMTzAsbKdXgT20=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-02,-
面试时这三句话千万不要说,https://www.xiaohongshu.com/explore/6a5de421000000001003ea25?xsec_token=ABaAOT7Im7LPZ4FgQjlH1Qlg2_sO4spiMFiMaXHT3rfsk=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-02,-
面试时这几句话千万别说，面试通关技巧‼️,https://www.xiaohongshu.com/explore/6a55024a00000000110125a0?xsec_token=ABedGB7kUuQ7nZ0mhjRou3fR4szYsUCQN4X1WbEsO9NLc=&xsec_source=pc_search,小红书,面试什么话不能说,2026-08-02,-
面试反问说没问题？这4招帮你逆袭,https://www.xiaohongshu.com/explore/6a6eadfc000000002201486f?xsec_token=ABer2XX1ssLtD1HVpVbCIfJOMXRxckKkEWEziPrj2wsSU=&xsec_source=pc_search,小红书,面试反问环节可以问什么,2026-08-02,-
"最后别只说""没问题""5个反问让面试官记住你",https://www.xiaohongshu.com/explore/6a6e2f540000000028002b06?xsec_token=ABer2XX1ssLtD1HVpVbCIfJFpc8v2J-DSZsoYY-xzVXYg=&xsec_source=pc_search,小红书,面试反问环节可以问什么,2026-08-02,-
面试结尾这5个反问提问，比问薪资更有用！,https://www.xiaohongshu.com/explore/6a6dc61f0000000028004db6?xsec_token=ABk31yDVGRaeJy7muaLFSpuO0RftWv5RlBeBzYzk2VquQ=&xsec_source=pc_search,小红书,面试反问环节可以问什么,2026-08-02,1
"🚩 面试反问别问""加班多吗""",https://www.xiaohongshu.com/explore/6a6d49e9000000000600646c?xsec_token=ABk31yDVGRaeJy7muaLFSpuKqejdYniEZImMGgx_x0we0=&xsec_source=pc_search,小红书,面试反问环节可以问什么,2026-08-02,-
面试官最想听到的反问,https://www.xiaohongshu.com/explore/6a6c27bb0000000022016d91?xsec_token=ABp8CWnbmqsjLbLoJdRzqNNIYCBgs8x-Vn7oGMn5IYNc8=&xsec_source=pc_search,小红书,面试反问环节可以问什么,2026-08-02,-
面试成功的最后一步会提问 别再说我没问题,https://www.xiaohongshu.com/explore/6a6b6ea10000000033011832?xsec_token=ABd2kIn4bXJvoibTlK7X9tRxJ3b9i0rXlVgIfqzygtxDw=&xsec_source=pc_search,小红书,面试反问环节可以问什么,2026-08-02,-
面试千万要学会反问HR！,https://www.xiaohongshu.com/explore/6a6b1344000000002500c084?xsec_token=ABd2kIn4bXJvoibTlK7X9tR32GdMXDVkjYXHomsWtDRKU=&xsec_source=pc_search,小红书,面试反问环节可以问什么,2026-08-02,-
📌面试反问环节，这8个问题直接抄,https://www.xiaohongshu.com/explore/6a69e022000000000100de0b?xsec_token=ABuGDWg6Bh3Nvv0-hy3i4VAixFbEso8XzjzEjeLK6J8zs=&xsec_source=pc_search,小红书,面试反问环节可以问什么,2026-08-02,-
原来面试反问是需要分寸的！！！,https://www.xiaohongshu.com/explore/6a67736e000000001400666a?xsec_token=ABUbx_azZQCG1JADDexl0O_Nwldm9cPVmP_S9Zm5w_3Fc=&xsec_source=pc_search,小红书,面试反问环节可以问什么,2026-08-02,-
"面试官问""你还有什么想问的""千万别乱答！",https://www.xiaohongshu.com/explore/6a61c45e000000000301c6c0?xsec_token=ABh3PsbV5gl1LGa_98UL0VcdYNVUUeN-v2OZ07gaY76rg=&xsec_source=pc_search,小红书,面试反问环节可以问什么,2026-08-02,-
27届长鑫AI面试｜自我介绍注意事项,https://www.xiaohongshu.com/explore/6a6d7a6500000000050302a3?xsec_token=ABk31yDVGRaeJy7muaLFSpuMDQy9BXNWo3i2H5omOHOUw=&xsec_source=pc_search,小红书,社招面试自我介绍,2026-08-02,-
三分钟大白话讲通如何准备面试（直接抄作业）,https://www.xiaohongshu.com/explore/6a6d61b70000000028007d9e?xsec_token=ABk31yDVGRaeJy7muaLFSpuFTla-flrOrThO3VYXB9be4=&xsec_source=pc_search,小红书,社招面试自我介绍,2026-08-02,-
面试官让你简单自我介绍别再念一遍简历了！,https://www.xiaohongshu.com/explore/6a6b178a000000002500bed3?xsec_token=ABd2kIn4bXJvoibTlK7X9tR4p04dzVa5mTEgApcaFH_zk=&xsec_source=pc_search,小红书,社招面试自我介绍,2026-08-02,-
亲测，“自我介绍”真的是决定了面试的走向,https://www.xiaohongshu.com/explore/6a6ac41f0000000001033879?xsec_token=ABIq_kVIXRt3mKfSphuOZr2qBsfjtv-OhSHBDq3n3k2sc=&xsec_source=pc_search,小红书,社招面试自我介绍,2026-08-02,-
面试官想听的自我介绍，长这样,https://www.xiaohongshu.com/explore/6a6385b4000000000f004b86?xsec_token=AB_MsjAiG14F0YHCBsOOPpWwlO4LJ-HdrT2PoAhC1fir4=&xsec_source=pc_search,小红书,社招面试自我介绍,2026-08-02,263
面试自我介绍到底应该说什么？,https://www.xiaohongshu.com/explore/6a60bcd0000000001100480f?xsec_token=ABFZqTGN0FijYLxNsotZhxwRHA3O4tNZva0idiMGtFgqc=&xsec_source=pc_search,小红书,社招面试自我介绍,2026-08-02,-
自我介绍说完，面试官记住你了,https://www.xiaohongshu.com/explore/6a600ce4000000000503a126?xsec_token=ABFZqTGN0FijYLxNsotZhxwSpzI-AX3tDHvm9Tz2nIavc=&xsec_source=pc_search,小红书,社招面试自我介绍,2026-08-02,-
面试自我介绍万能模版,https://www.xiaohongshu.com/explore/6a5f424d000000000f00af61?xsec_token=AB0h88dsC1fz1pdf6L5PdK9-BXhlEY2ibbtYUC73p3IoY=&xsec_source=pc_search,小红书,社招面试自我介绍,2026-08-02,-
在这个需要背调的就职环境，跳槽如何涨薪？,https://www.xiaohongshu.com/explore/6a6df3190000000022013170?xsec_token=ABk31yDVGRaeJy7muaLFSpuE4IEIK9zOlj7O1TyjGcRX4=&xsec_source=pc_search,小红书,调薪能涨多少,2026-08-02,-
舒服的大厂岗，涨薪为何乏力？,https://www.xiaohongshu.com/explore/6a6deea30000000006004c44?xsec_token=ABk31yDVGRaeJy7muaLFSpuKnkaiLC5xopi2HWxOKdNGk=&xsec_source=pc_search,小红书,调薪能涨多少,2026-08-02,-
